PWSID,PWSName,Size,FacilityID,FacilityName,FacilityWaterType,SamplePointID,SamplePointName,SamplePointType,CollectionDate,SampleID,Contaminant,MRL,MethodID,AnalyticalResultsSign,AnalyticalResultValue(µg/L),SampleEventCode,MonitoringRequirement,Region
MI0002760,Grand Haven Township,L,5485,NOWS Connection (West Meter Station),SW,CC200,Primary Connection,EP,3/18/2019,43770601,germanium,0.3,EPA 200.8,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,5485,NOWS Connection (West Meter Station),SW,CC200,Primary Connection,EP,3/18/2019,43770601,manganese,0.4,EPA 200.8,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,5485,NOWS Connection (West Meter Station),SW,CC200,Primary Connection,EP,3/18/2019,43770601,o-toluidine,0.007,EPA 530,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,5485,NOWS Connection (West Meter Station),SW,CC200,Primary Connection,EP,3/18/2019,43770601,oxyfluorfen,0.05,EPA 525.3,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,5485,NOWS Connection (West Meter Station),SW,CC200,Primary Connection,EP,3/18/2019,43770601,profenofos,0.3,EPA 525.3,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,5485,NOWS Connection (West Meter Station),SW,CC200,Primary Connection,EP,3/18/2019,43770601,quinoline,0.02,EPA 530,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,5485,NOWS Connection (West Meter Station),SW,CC200,Primary Connection,EP,3/18/2019,43770601,tebuconazole,0.2,EPA 525.3,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,5485,NOWS Connection (West Meter Station),SW,CC200,Primary Connection,EP,3/18/2019,43770601,total permethrin,0.04,EPA 525.3,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,5485,NOWS Connection (West Meter Station),SW,CC200,Primary Connection,EP,3/18/2019,43770601,tribufos,0.07,EPA 525.3,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,5485,NOWS Connection (West Meter Station),SW,CC200,Primary Connection,EP,6/11/2019,44339901,alpha-hexachlorocyclohexane,0.01,EPA 525.3,<,,SEA2,AM,5
MI0002760,Grand Haven Township,L,5485,NOWS Connection (West Meter Station),SW,CC200,Primary Connection,EP,6/11/2019,44339901,chlorpyrifos,0.03,EPA 525.3,<,,SEA2,AM,5
MI0002760,Grand Haven Township,L,5485,NOWS Connection (West Meter Station),SW,CC200,Primary Connection,EP,6/11/2019,44339901,dimethipin,0.2,EPA 525.3,<,,SEA2,AM,5
MI0002760,Grand Haven Township,L,5485,NOWS Connection (West Meter Station),SW,CC200,Primary Connection,EP,6/11/2019,44339901,ethoprop,0.03,EPA 525.3,<,,SEA2,AM,5
MI0002760,Grand Haven Township,L,5485,NOWS Connection (West Meter Station),SW,CC200,Primary Connection,EP,6/11/2019,44339901,oxyfluorfen,0.05,EPA 525.3,<,,SEA2,AM,5
MI0002760,Grand Haven Township,L,5485,NOWS Connection (West Meter Station),SW,CC200,Primary Connection,EP,6/11/2019,44339901,profenofos,0.3,EPA 525.3,<,,SEA2,AM,5
MI0002760,Grand Haven Township,L,5485,NOWS Connection (West Meter Station),SW,CC200,Primary Connection,EP,6/11/2019,44339901,tebuconazole,0.2,EPA 525.3,<,,SEA2,AM,5
MI0002760,Grand Haven Township,L,5485,NOWS Connection (West Meter Station),SW,CC200,Primary Connection,EP,6/11/2019,44339901,total permethrin,0.04,EPA 525.3,<,,SEA2,AM,5
MI0002760,Grand Haven Township,L,5485,NOWS Connection (West Meter Station),SW,CC200,Primary Connection,EP,6/11/2019,44339901,tribufos,0.07,EPA 525.3,<,,SEA2,AM,5
MI0002760,Grand Haven Township,L,5485,NOWS Connection (West Meter Station),SW,CC200,Primary Connection,EP,8/5/2019,35489615002SEC1,anatoxin-a,0.03,EPA 545,<,,SEC1,AM,5
MI0002760,Grand Haven Township,L,5485,NOWS Connection (West Meter Station),SW,CC200,Primary Connection,EP,8/5/2019,35489615002SEC1,cylindrospermopsin,0.09,EPA 545,<,,SEC1,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,3/18/2019,43770701,1-butanol,2,EPA 541,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,3/18/2019,43770701,2-methoxyethanol,0.4,EPA 541,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,3/18/2019,43770701,2-propen-1-ol,0.5,EPA 541,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,3/18/2019,43770701,alpha-hexachlorocyclohexane,0.01,EPA 525.3,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,3/18/2019,43770701,butylated hydroxyanisole,0.03,EPA 530,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,3/18/2019,43770701,chlorpyrifos,0.03,EPA 525.3,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,3/18/2019,43770701,dimethipin,0.2,EPA 525.3,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,3/18/2019,43770701,ethoprop,0.03,EPA 525.3,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,3/18/2019,43770701,germanium,0.3,EPA 200.8,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,3/18/2019,43770701,manganese,0.4,EPA 200.8,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,3/18/2019,43770701,o-toluidine,0.007,EPA 530,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,3/18/2019,43770701,oxyfluorfen,0.05,EPA 525.3,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,3/18/2019,43770701,profenofos,0.3,EPA 525.3,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,3/18/2019,43770701,quinoline,0.02,EPA 530,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,3/18/2019,43770701,tebuconazole,0.2,EPA 525.3,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,3/18/2019,43770701,total permethrin,0.04,EPA 525.3,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,3/18/2019,43770701,tribufos,0.07,EPA 525.3,<,,SEA1,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,6/11/2019,44339801,alpha-hexachlorocyclohexane,0.01,EPA 525.3,<,,SEA2,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,6/11/2019,44339801,chlorpyrifos,0.03,EPA 525.3,<,,SEA2,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,6/11/2019,44339801,dimethipin,0.2,EPA 525.3,<,,SEA2,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,6/11/2019,44339801,ethoprop,0.03,EPA 525.3,<,,SEA2,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,6/11/2019,44339801,oxyfluorfen,0.05,EPA 525.3,<,,SEA2,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,6/11/2019,44339801,profenofos,0.3,EPA 525.3,<,,SEA2,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,6/11/2019,44339801,tebuconazole,0.2,EPA 525.3,<,,SEA2,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,6/11/2019,44339801,total permethrin,0.04,EPA 525.3,<,,SEA2,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,6/11/2019,44339801,tribufos,0.07,EPA 525.3,<,,SEA2,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,8/5/2019,35489615001SEC1,anatoxin-a,0.03,EPA 545,<,,SEC1,AM,5
MI0002760,Grand Haven Township,L,10735,NOWS Connection (East Meter Station),SW,CC202,Primary Connection,EP,8/5/2019,35489615001SEC1,cylindrospermopsin,0.09,EPA 545,<,,SEC1,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,3/13/2018,101330P,1-butanol,2,EPA 541,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,3/13/2018,101330P,2-methoxyethanol,0.4,EPA 541,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,3/13/2018,101330P,2-propen-1-ol,0.5,EPA 541,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,3/13/2018,101330P,alpha-hexachlorocyclohexane,0.01,EPA 525.3,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,3/13/2018,101330P,butylated hydroxyanisole,0.03,EPA 530,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,3/13/2018,101330P,chlorpyrifos,0.03,EPA 525.3,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,3/13/2018,101330P,dimethipin,0.2,EPA 525.3,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,3/13/2018,101330P,ethoprop,0.03,EPA 525.3,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,3/13/2018,101330P,germanium,0.3,EPA 200.8,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,3/13/2018,101330P,manganese,0.4,EPA 200.8,=,16.624,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,3/13/2018,101330P,o-toluidine,0.007,EPA 530,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,3/13/2018,101330P,oxyfluorfen,0.05,EPA 525.3,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,3/13/2018,101330P,profenofos,0.3,EPA 525.3,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,3/13/2018,101330P,quinoline,0.02,EPA 530,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,3/13/2018,101330P,tebuconazole,0.2,EPA 525.3,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,3/13/2018,101330P,total permethrin,0.04,EPA 525.3,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,3/13/2018,101330P,tribufos,0.07,EPA 525.3,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,9/10/2018,107983P,1-butanol,2,EPA 541,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,9/10/2018,107983P,2-methoxyethanol,0.4,EPA 541,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,9/10/2018,107983P,2-propen-1-ol,0.5,EPA 541,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,9/10/2018,107983P,alpha-hexachlorocyclohexane,0.01,EPA 525.3,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,9/10/2018,107983P,butylated hydroxyanisole,0.03,EPA 530,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,9/10/2018,107983P,chlorpyrifos,0.03,EPA 525.3,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,9/10/2018,107983P,dimethipin,0.2,EPA 525.3,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,9/10/2018,107983P,ethoprop,0.03,EPA 525.3,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,9/10/2018,107983P,germanium,0.3,EPA 200.8,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,9/10/2018,107983P,manganese,0.4,EPA 200.8,=,15.523,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,9/10/2018,107983P,o-toluidine,0.007,EPA 530,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,9/10/2018,107983P,oxyfluorfen,0.05,EPA 525.3,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,9/10/2018,107983P,profenofos,0.3,EPA 525.3,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,9/10/2018,107983P,quinoline,0.02,EPA 530,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,9/10/2018,107983P,tebuconazole,0.2,EPA 525.3,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,9/10/2018,107983P,total permethrin,0.04,EPA 525.3,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20001,Treatment Plant 1,GW,EP1,Well #2 After Treatment,EP,9/10/2018,107983P,tribufos,0.07,EPA 525.3,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,3/13/2018,101331P,1-butanol,2,EPA 541,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,3/13/2018,101331P,2-methoxyethanol,0.4,EPA 541,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,3/13/2018,101331P,2-propen-1-ol,0.5,EPA 541,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,3/13/2018,101331P,alpha-hexachlorocyclohexane,0.01,EPA 525.3,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,3/13/2018,101331P,butylated hydroxyanisole,0.03,EPA 530,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,3/13/2018,101331P,chlorpyrifos,0.03,EPA 525.3,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,3/13/2018,101331P,dimethipin,0.2,EPA 525.3,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,3/13/2018,101331P,ethoprop,0.03,EPA 525.3,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,3/13/2018,101331P,germanium,0.3,EPA 200.8,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,3/13/2018,101331P,manganese,0.4,EPA 200.8,=,18.939,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,3/13/2018,101331P,o-toluidine,0.007,EPA 530,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,3/13/2018,101331P,oxyfluorfen,0.05,EPA 525.3,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,3/13/2018,101331P,profenofos,0.3,EPA 525.3,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,3/13/2018,101331P,quinoline,0.02,EPA 530,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,3/13/2018,101331P,tebuconazole,0.2,EPA 525.3,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,3/13/2018,101331P,total permethrin,0.04,EPA 525.3,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,3/13/2018,101331P,tribufos,0.07,EPA 525.3,<,,SEA1,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,9/10/2018,107984P,1-butanol,2,EPA 541,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,9/10/2018,107984P,2-methoxyethanol,0.4,EPA 541,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,9/10/2018,107984P,2-propen-1-ol,0.5,EPA 541,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,9/10/2018,107984P,alpha-hexachlorocyclohexane,0.01,EPA 525.3,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,9/10/2018,107984P,butylated hydroxyanisole,0.03,EPA 530,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,9/10/2018,107984P,chlorpyrifos,0.03,EPA 525.3,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,9/10/2018,107984P,dimethipin,0.2,EPA 525.3,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,9/10/2018,107984P,ethoprop,0.03,EPA 525.3,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,9/10/2018,107984P,germanium,0.3,EPA 200.8,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,9/10/2018,107984P,manganese,0.4,EPA 200.8,=,16.713,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,9/10/2018,107984P,o-toluidine,0.007,EPA 530,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,9/10/2018,107984P,oxyfluorfen,0.05,EPA 525.3,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,9/10/2018,107984P,profenofos,0.3,EPA 525.3,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,9/10/2018,107984P,quinoline,0.02,EPA 530,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,9/10/2018,107984P,tebuconazole,0.2,EPA 525.3,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,9/10/2018,107984P,total permethrin,0.04,EPA 525.3,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,20002,Treatment Plant 2,GW,EP2,Treatment Plant (Iron Removal),EP,9/10/2018,107984P,tribufos,0.07,EPA 525.3,<,,SEA2,AM,5
MI0002770,City of Grand Ledge,S,30001,Distribution System,GW,DS1,1102 St. John's Chase,DS,3/13/2018,501332P,HAA5,,EPA 552.3,=,11.568,SEH1,AM,5
MI0002770,City of Grand Ledge,S,30001,Distribution System,GW,DS1,1102 St. John's Chase,DS,3/13/2018,501332P,HAA6Br,,EPA 552.3,=,12.682,SEH1,AM,5
MI0002770,City of Grand Ledge,S,30001,Distribution System,GW,DS1,1102 St. John's Chase,DS,3/13/2018,501332P,HAA9,,EPA 552.3,=,22.324,SEH1,AM,5
MI0002770,City of Grand Ledge,S,30001,Distribution System,GW,DS1,1102 St. John's Chase,DS,9/10/2018,507985P,HAA5,,EPA 552.3,=,8.846,SEH2,AM,5
MI0002770,City of Grand Ledge,S,30001,Distribution System,GW,DS1,1102 St. John's Chase,DS,9/10/2018,507985P,HAA6Br,,EPA 552.3,=,9.403,SEH2,AM,5
MI0002770,City of Grand Ledge,S,30001,Distribution System,GW,DS1,1102 St. John's Chase,DS,9/10/2018,507985P,HAA9,,EPA 552.3,=,17.111,SEH2,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,2/12/2019,4199235,alpha-hexachlorocyclohexane,0.01,EPA 525.3,<,,SEA1,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,2/12/2019,4199235,chlorpyrifos,0.03,EPA 525.3,<,,SEA1,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,2/12/2019,4199235,dimethipin,0.2,EPA 525.3,<,,SEA1,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,2/12/2019,4199235,ethoprop,0.03,EPA 525.3,<,,SEA1,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,2/12/2019,4199235,oxyfluorfen,0.05,EPA 525.3,<,,SEA1,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,2/12/2019,4199235,profenofos,0.3,EPA 525.3,<,,SEA1,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,2/12/2019,4199235,tebuconazole,0.2,EPA 525.3,<,,SEA1,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,2/12/2019,4199235,total permethrin,0.04,EPA 525.3,<,,SEA1,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,2/12/2019,4199235,tribufos,0.07,EPA 525.3,<,,SEA1,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,2/12/2019,4199236,butylated hydroxyanisole,0.03,EPA 530,<,,SEA1,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,2/12/2019,4199236,o-toluidine,0.007,EPA 530,<,,SEA1,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,2/12/2019,4199236,quinoline,0.02,EPA 530,<,,SEA1,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,2/12/2019,4199237,1-butanol,2,EPA 541,<,,SEA1,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,2/12/2019,4199237,2-methoxyethanol,0.4,EPA 541,<,,SEA1,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,2/12/2019,4199237,2-propen-1-ol,0.5,EPA 541,<,,SEA1,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,5/9/2019,4288903,germanium,0.3,EPA 200.8,<,,SEA2,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,5/9/2019,4288903,manganese,0.4,EPA 200.8,<,,SEA2,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,5/9/2019,4288904,alpha-hexachlorocyclohexane,0.01,EPA 525.3,<,,SEA2,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,5/9/2019,4288904,chlorpyrifos,0.03,EPA 525.3,<,,SEA2,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,5/9/2019,4288904,dimethipin,0.2,EPA 525.3,<,,SEA2,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,5/9/2019,4288904,oxyfluorfen,0.05,EPA 525.3,<,,SEA2,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,5/9/2019,4288904,profenofos,0.3,EPA 525.3,<,,SEA2,AM,5
MI0002790,Grand Rapids,L,5444,Treatment Plant,SW,TP100,Treatment Plant Tap,EP,5/9/2019,4288904,total permethrin,0.04,EPA 525.3,<,,SEA2,AM,5
